660.0000	0.0127865
661.0000	0.0122470
662.0000	0.0117907
663.0000	0.0114504
664.0000	0.0108769
665.0000	0.0104743
666.0000	0.0102228
667.0000	0.0097682
668.0000	0.0094678
669.0000	0.0091390
670.0000	0.0087684
671.0100	0.0083477
672.0200	0.0080919
673.0400	0.0079359
674.0500	0.0076893
675.0700	0.0072746
675.9400	0.0070750
676.9500	0.0068851
677.9700	0.0065574
678.9800	0.0063837
680.0000	0.0061856
681.0000	0.0059787
682.0000	0.0056338
683.0000	0.0054139
684.0000	0.0051532
685.0000	0.0051046
686.0000	0.0049683
687.0000	0.0048558
688.0000	0.0045436
689.0000	0.0044474
690.0000	0.0042189
691.0000	0.0041770
692.0000	0.0040781
693.0000	0.0038521
694.0000	0.0037895
695.0000	0.0036816
696.0000	0.0034403
697.0000	0.0034961
698.0000	0.0033796
699.0000	0.0033185
700.0000	0.0031267
700.9800	0.0030902
701.9700	0.0029657
702.9500	0.0027807
703.9400	0.0028949
705.0700	0.0027595
706.0500	0.0026930
707.0400	0.0025368
708.0200	0.0025264
709.0100	0.0024050
710.0000	0.0023232
711.0000	0.0022484
712.0000	0.0022217
713.0000	0.0021991
714.0000	0.0021268
715.0000	0.0020735
716.0000	0.0019116
717.0000	0.0020267
718.0000	0.0019018
719.0000	0.0018158
720.0000	0.0017736
720.9800	0.0017565
721.9700	0.0015862
722.9500	0.0016635
723.9400	0.0015979
725.0700	0.0015548
726.0500	0.0015042
727.0400	0.0015684
728.0200	0.0015017
729.0100	0.0014635
730.0000	0.0014311
730.9800	0.0015686
731.9700	0.0016025
732.9500	0.0017708
733.9400	0.0020136
735.0700	0.0024249
736.0500	0.0027194
737.0400	0.0031580
738.0200	0.0035972
739.0100	0.0042815
740.0000	0.0051273
740.9700	0.0060729
741.9400	0.0069437
743.0500	0.0082027
744.0200	0.0095909
745.0000	0.0107331
745.9700	0.0121139
746.9400	0.0135426
748.0500	0.0162424
749.0200	0.0173149
750.0000	0.0192350
750.9800	0.0202752
751.9700	0.0204301
752.9500	0.0216383
753.9400	0.0223108
755.0700	0.0238112
756.0500	0.0252561
757.0400	0.0273377
758.0200	0.0275168
759.0100	0.0269331
760.0000	0.0272092
760.9700	0.0261775
761.9400	0.0249804
763.0500	0.0236894
764.0200	0.0227924
765.0000	0.0214195
765.9700	0.0201688
766.9400	0.0191740
768.0500	0.0177247
769.0200	0.0162620
770.0000	0.0150667
770.9700	0.0138917
771.9400	0.0123349
773.0500	0.0108047
774.0200	0.0092306
775.0000	0.0076841
775.9700	0.0063245
776.9400	0.0053077
778.0500	0.0041797
779.0200	0.0034890
780.0000	0.0027803
780.9500	0.0021799
782.0500	0.0016492
783.0100	0.0013135
783.9700	0.0009857
785.0600	0.0007755
786.0200	0.0006402
786.9800	0.0005589
787.9400	0.0004709
789.0400	0.0003955
790.0000	0.0003159
790.9500	0.0002742
792.0500	0.0002466
793.0100	0.0002504
793.9700	0.0001430
795.0600	0.0001304
796.0200	0.0002043
796.9800	0.0002038
797.9400	0.0001370
799.0400	0.0001420
800.0000	0.0001807
800.9500	0.0000998
802.0500	0.0000599
803.0100	0.0001960
803.9700	0.0001527
805.0600	0.0001694
806.0200	0.0000951
806.9800	0.0000499
807.9400	0.0001167
809.0400	0.0000759
810.0000	0.0000913
810.9500	0.0000349
812.0500	0.0000996
813.0100	0.0000727
813.9700	0.0000456
815.0600	0.0000089
816.0200	0.0000206
816.9800	0.0000535
817.9400	0.0000267
819.0400	0.0000892
820.0000	0.0000516
820.9400	0.0000000
822.0200	0.0000715
822.9700	0.0000000
824.0500	0.0000852
825.0000	0.0000975
825.9400	0.0001071
827.0200	0.0000544
827.9700	0.0000000
829.0500	0.0000017
830.0000	0.0000176
830.9400	0.0000895
832.0200	0.0000748
832.9700	0.0000075
834.0500	0.0000000
835.0000	0.0000000
835.9400	0.0000000
837.0200	0.0000000
837.9700	0.0000000
839.0500	0.0000374
840.0000	0.0000000
840.9400	0.0000000
842.0200	0.0000000
842.9700	0.0000662
844.0500	0.0000249
845.0000	0.0000000
845.9400	0.0000000
847.0200	0.0000643
847.9700	0.0000000
849.0500	0.0000762
850.0000	0.0000672
851.0600	0.0000388
852.0000	0.0001068
853.0600	0.0000536
854.0000	0.0000688
855.0600	0.0000782
856.0000	0.0001195
857.0600	0.0000000
858.0000	0.0001310
859.0600	0.0000835
860.0000	0.0001589
861.0600	0.0001312
862.0000	0.0001755
863.0600	0.0002517
864.0000	0.0002060
865.0600	0.0002157
866.0000	0.0002144
867.0600	0.0002574
868.0000	0.0002567
869.0600	0.0002796
870.0000	0.0002893
871.0600	0.0002979
872.0000	0.0002926
873.0600	0.0003352
874.0000	0.0003179
875.0600	0.0003654
876.0000	0.0004020
877.0600	0.0003609
878.0000	0.0004204
879.0600	0.0004458
880.0000	0.0004509
881.0500	0.0004528
881.9700	0.0004510
883.0200	0.0005055
883.9400	0.0004849
885.0000	0.0005864
886.0500	0.0006433
886.9700	0.0006697
888.0200	0.0007147
888.9400	0.0008123
890.0000	0.0007867
891.0500	0.0008655
891.9700	0.0008443
893.0200	0.0009547
893.9400	0.0009402
895.0000	0.0009707
896.0500	0.0010856
896.9700	0.0011364
898.0200	0.0011495
898.9400	0.0011218
900.0000	0.0012388
