0,0
0.02,75.70094427
0.04,78.65620441
0.06,146.6135183
0.08,152.0928916
0.1,199.3786629
0.12,234.5274999
0.14,237.1934955
0.16,305.9296217
0.18,316.4177924
0.2,323.5286948
0.22,373.0480592
0.24,366.9435604
0.26,414.9168817
0.28,463.1510015
0.3,488.227337
0.32,472.948519
0.34,506.125357
0.36,536.5961301
0.38,558.8963123
0.4,552.3529658
0.42,610.7354682
0.44,618.8869456
0.46,585.3006757
0.48,656.045958
0.5,661.0620272
0.52,681.6721337
0.54,713.7864428
0.56,685.1217785
0.58,727.1883276
0.6,768.9979315
0.62,720.2275779
0.64,780.4803071
0.66,784.9389259
0.68,761.5079944
0.7,800.4380809
0.72,822.1928087
0.74,816.5408028
0.76,802.1314153
0.78,828.9388598
0.8,901.4513521
0.82,861.7824456
0.84,862.8472125
0.86,898.0492025
0.88,851.3650282
0.9,916.3293777
0.92,888.687204
0.94,915.9837182
0.96,946.6070681
0.98,995.6773244
1,989.9798438
1.02,931.7240512
1.04,1020.844228
1.06,991.6538476
1.08,969.2174114
1.1,994.9271073
1.12,1035.10596
1.14,986.5142449
1.16,1036.450383
1.18,1041.083801
1.2,1009.301849
1.22,1042.065933
1.24,1079.696925
1.26,1057.359936
1.28,1060.810247
1.3,1028.199453
1.32,1117.667723
1.34,1071.596929
1.36,1138.718599
1.38,1144.782093
1.4,1027.059776
1.42,1171.027192
1.44,1155.451341
1.46,1099.268688
1.48,1117.260071
1.5,1076.771774
1.52,1061.362825
1.54,1174.974668
1.56,1156.24433
1.58,1112.036738
1.6,1137.176066
1.62,1176.092926
1.64,1140.285555
1.66,1118.478511
1.68,1121.614858
1.7,1164.522366
1.72,1110.904283
1.74,1142.257796
1.76,1181.764784
1.78,1111.35727
1.8,1162.918869
1.82,1135.617622
1.84,1197.660701
1.86,1186.566058
1.88,1173.57595
1.9,1122.034763
1.92,1171.26028
1.94,1146.733496
1.96,1191.869439
1.98,1160.23537
2,1223.622632
2.02,1209.754951
2.04,1213.629754
2.06,1181.161132
2.08,1134.091187
2.1,1161.525724
2.12,1165.634727
2.14,1123.258187
2.16,1191.837586
2.18,1098.599394
2.2,1190.221198
2.22,1190.31795
2.24,1231.047623
2.26,1211.351291
2.28,1226.665388
2.3,1178.758547
2.32,1232.149827
2.34,1196.660972
2.36,1172.50508
2.38,1168.589005
2.4,1175.516687
2.42,1175.017756
2.44,1206.437099
2.46,1170.910013
2.48,1181.305724
2.5,1191.418727
2.52,1127.457654
2.54,1169.065459
2.56,1186.210913
2.58,1194.02284
2.6,1156.82887
2.62,1144.867009
2.64,1215.23518
2.66,1262.632334
2.68,1219.227709
2.7,1143.567742
2.72,1198.37826
2.74,1218.105717
2.76,1171.491572
2.78,1165.950377
2.8,1123.248536
2.82,1177.882037
2.84,1180.544971
2.86,1194.047613
2.88,1229.873549
2.9,1183.397266
2.92,1196.008763
2.94,1214.231702
2.96,1207.698384
2.98,1209.963699
3,1179.361831
3.02,1177.059283
3.04,1146.893181
3.06,1211.895865
3.08,1222.666297
3.1,1165.041132
3.12,1124.041951
3.14,1148.708877
3.16,1155.062666
3.18,1133.381988
3.2,1134.205119
3.22,1181.007498
3.24,1169.326763
3.26,1094.207085
3.28,1145.671926
3.3,1151.279174
3.32,1077.546322
3.34,1187.292262
3.36,1114.381258
3.38,1128.875397
3.4,1113.390972
3.42,1205.848072
3.44,1178.925892
3.46,1132.74821
3.48,1153.65503
3.5,1192.327884
3.52,1111.811493
3.54,1158.782332
3.56,1111.224183
3.58,1135.225814
3.6,1171.347378
3.62,1113.860692
3.64,1066.505811
3.66,1105.380082
3.68,1064.29224
3.7,1050.813205
3.72,1130.839424
3.74,1073.275261
3.76,1121.988608
3.78,1087.877544
3.8,1080.444894
3.82,1102.438306
3.84,1043.108901
3.86,1039.248082
3.88,1109.431491
3.9,1063.813507
3.92,1082.649391
3.94,1083.388166
3.96,1008.824363
3.98,1043.33931
4,1013.335283
4.02,1031.510124
4.04,1032.750129
4.06,1083.5474
4.08,1060.612891
4.1,1075.567325
4.12,1051.832946
4.14,1091.761651
4.16,1049.651848
4.18,1080.466075
4.2,990.3967393
4.22,1005.466358
4.24,995.6524767
4.26,1025.452837
4.28,1041.813888
4.3,1044.421834
4.32,991.2430905
4.34,988.9298047
4.36,1025.879706
4.38,994.6086903
4.4,999.4942865
4.42,1022.801821
4.44,1001.223072
4.46,1002.006249
4.48,1008.272653
4.5,1016.274866
4.52,1013.477126
4.54,982.1741943
4.56,981.8641564
4.58,937.6438023
4.6,936.3525587
4.62,977.3758844
4.64,931.6748826
4.66,894.9838691
4.68,972.0876726
4.7,975.9085092
4.72,973.5906821
4.74,974.4961258
4.76,965.442554
4.78,974.6252388
4.8,892.9015542
4.82,935.9996206
4.84,984.4402635
4.86,889.0805196
4.88,917.7491401
4.9,908.6616622
4.92,941.5875104
4.94,912.9756781
4.96,898.4573914
4.98,926.9178048
5,926.1467854
5.02,953.1102453
5.04,944.0079328
5.06,874.2932528
5.08,903.4187518
5.1,882.303706
5.12,963.962402
5.14,884.6615396
5.16,883.9310933
5.18,904.9034144
5.2,871.3574566
5.22,954.8139175
5.24,904.162192
5.26,894.8705824
5.28,896.9490519
5.3,869.5652144
5.32,842.3053035
5.34,852.8997341
5.36,862.130902
5.38,800.4950037
5.4,834.1433858
5.42,888.9295252
5.44,811.4489592
5.46,862.4966209
5.48,847.4537995
5.5,827.8056917
5.52,826.0859043
5.54,803.4066057
5.56,821.1975078
5.58,847.5785911
5.6,822.2376136
5.62,882.2161184
5.64,750.8728404
5.66,835.0453349
5.68,814.1595845
5.7,837.8203643
5.72,804.393316
5.74,776.2351503
5.76,755.767444
5.78,775.0550549
5.8,740.3704328
5.82,776.4927735
