200,0.188583392,0.1861,0.1837
201,0.182235692,0.1800,0.1777
202,0.175872792,0.1734,0.1713
203,0.171218892,0.1686,0.1665
204,0.166900592,0.1650,0.1632
205,0.162399292,0.1597,0.1578
206,0.159225492,0.1573,0.1555
207,0.156631492,0.1545,0.1527
208,0.154098492,0.1528,0.1507
209,0.151519792,0.1494,0.1483
210,0.149703992,0.1480,0.1460
211,0.147964492,0.1459,0.1449
212,0.146011392,0.1448,0.1434
213,0.143295292,0.1409,0.1387
214,0.140335092,0.1378,0.1359
215,0.136840792,0.1354,0.1344
216,0.132827792,0.1305,0.1289
217,0.128005992,0.1271,0.1257
218,0.123138392,0.1209,0.1196
219,0.117843592,0.1171,0.1155
220,0.112792992,0.1122,0.1111
221,0.107513392,0.1061,0.1047
222,0.102539092,0.1012,0.1000
223,0.097976692,0.0966,0.0956
224,0.093719482,0.0930,0.0923
225,0.089996342,0.0898,0.0882
226,0.086944582,0.0854,0.0846
227,0.084442142,0.0835,0.0834
228,0.082214352,0.0810,0.0808
229,0.080368042,0.0797,0.0792
230,0.079010012,0.0785,0.0778
231,0.077804562,0.0767,0.0758
232,0.076828002,0.0763,0.0759
233,0.076263432,0.0755,0.0747
234,0.075759892,0.0745,0.0735
235,0.075286862,0.0751,0.0745
236,0.074966432,0.0737,0.0731
237,0.074966432,0.0738,0.0733
238,0.075195312,0.0738,0.0727
239,0.075592042,0.0750,0.0745
240,0.076171872,0.0752,0.0743
241,0.076766972,0.0759,0.0755
242,0.077621462,0.0770,0.0764
243,0.078445432,0.0776,0.0775
244,0.079528812,0.0784,0.0784
245,0.080581662,0.0796,0.0792
246,0.081787112,0.0810,0.0806
247,0.083236692,0.0828,0.0816
248,0.084655762,0.0832,0.0822
249,0.086135862,0.0856,0.0852
250,0.087890622,0.0861,0.0856
251,0.089752192,0.0890,0.0883
252,0.091644282,0.0897,0.0893
253,0.093643192,0.0935,0.0934
254,0.095886192,0.0948,0.0936
255,0.097778292,0.0968,0.0963
256,0.099578892,0.0982,0.0972
257,0.101211592,0.1003,0.1001
258,0.102584792,0.1020,0.1011
259,0.103240992,0.1018,0.1010
260,0.103515592,0.1032,0.1024
261,0.103164692,0.1022,0.1011
262,0.102462792,0.1015,0.1007
263,0.101455692,0.1006,0.0987
264,0.100433392,0.0987,0.0978
265,0.098800692,0.0976,0.0973
266,0.096832292,0.0950,0.0938
267,0.093917842,0.0929,0.0914
268,0.090637202,0.0897,0.0889
269,0.086807252,0.0855,0.0851
270,0.082580562,0.0814,0.0799
271,0.078506472,0.0775,0.0766
272,0.074401852,0.0742,0.0742
273,0.070953372,0.0708,0.0702
274,0.068038942,0.0665,0.0664
275,0.065505982,0.0649,0.0635
276,0.063568112,0.0630,0.0634
277,0.061676022,0.0608,0.0607
278,0.060348512,0.0596,0.0593
279,0.059219362,0.0587,0.0579
280,0.058349612,0.0581,0.0582
281,0.057632442,0.0567,0.0558
282,0.056762692,0.0563,0.0556
283,0.056213382,0.0564,0.0561
284,0.055770872,0.0551,0.0546
285,0.055297852,0.0542,0.0538
286,0.055175782,0.0548,0.0551
287,0.055053712,0.0548,0.0546
288,0.055007932,0.0540,0.0536
289,0.055114742,0.0547,0.0544
290,0.055053712,0.0547,0.0549
291,0.055496212,0.0542,0.0539
292,0.055664062,0.0550,0.0545
293,0.056198122,0.0552,0.0551
294,0.056655882,0.0565,0.0569
295,0.057220462,0.0571,0.0567
296,0.057754512,0.0578,0.0573
297,0.058715822,0.0581,0.0583
298,0.059555052,0.0594,0.0591
299,0.060638432,0.0600,0.0604
300,0.061706542,0.0604,0.0600
301,0.062835692,0.0631,0.0628
302,0.063995362,0.0633,0.0625
303,0.065124512,0.0652,0.0645
304,0.066299442,0.0659,0.0651
305,0.067581172,0.0673,0.0663
306,0.068283082,0.0677,0.0672
307,0.069503782,0.0691,0.0683
308,0.070663452,0.0697,0.0691
309,0.071517942,0.0709,0.0701
310,0.072555542,0.0717,0.0707
311,0.073471072,0.0731,0.0727
312,0.074310302,0.0733,0.0735
313,0.075134272,0.0747,0.0737
314,0.076004032,0.0743,0.0735
315,0.076339722,0.0755,0.0746
316,0.076995852,0.0758,0.0749
317,0.077499392,0.0770,0.0768
318,0.077987672,0.0779,0.0772
319,0.078460692,0.0776,0.0768
320,0.079223632,0.0780,0.0778
321,0.079666142,0.0792,0.0785
322,0.080169682,0.0793,0.0782
323,0.080947872,0.0794,0.0789
324,0.081817622,0.0805,0.0797
325,0.082199092,0.0811,0.0803
326,0.082931522,0.0828,0.0819
327,0.083374022,0.0823,0.0818
328,0.084213252,0.0834,0.0828
329,0.084823612,0.0839,0.0831
330,0.085586552,0.0844,0.0837
331,0.086456302,0.0853,0.0840
332,0.087417602,0.0866,0.0853
333,0.088104252,0.0870,0.0857
334,0.088989262,0.0882,0.0870
335,0.089828492,0.0883,0.0871
336,0.091262822,0.0900,0.0896
337,0.091964722,0.0908,0.0900
338,0.093078612,0.0921,0.0910
339,0.094451902,0.0936,0.0929
340,0.095992992,0.0954,0.0944
341,0.097106892,0.0960,0.0947
342,0.098678592,0.0973,0.0964
343,0.100326492,0.0997,0.0985
344,0.102279692,0.1014,0.1002
345,0.103836092,0.1030,0.1021
346,0.105392492,0.1041,0.1026
347,0.107086192,0.1053,0.1042
348,0.108596792,0.1083,0.1073
349,0.110427892,0.1091,0.1086
350,0.111801192,0.1108,0.1094
351,0.113342292,0.1115,0.1094
352,0.114730792,0.1130,0.1118
353,0.116348292,0.1142,0.1127
354,0.117706292,0.1167,0.1152
