0,0,1,0
0.02,0,0,0
0.04,0,1,0
0.06,0,0,0
0.08,0,0,0
0.1,0,0,0
0.12,0,0,0
0.14,0,0,0
0.16,0,0,0
0.18,0,0,0
0.2,0,0,0
0.22,0,0,0
0.24,0,0,1
0.26,0,0,1
0.28,0,0,1
0.3,248,237,235
0.32,990,1005,1014
0.34,195,163,160
0.36,21,20,22
0.38,28,27,20
0.4,20,21,24
0.42,23,31,20
0.44,18,19,39
0.46,17,23,22
0.48,15,27,23
0.5,24,17,27
0.52,26,24,17
0.54,22,19,24
0.56,24,31,21
0.58,23,12,23
0.6,25,20,28
0.62,21,30,36
0.64,25,28,33
0.66,33,24,28
0.68,31,25,27
0.7,26,36,24
0.72,43,29,27
0.74,38,38,32
0.76,32,25,31
0.78,24,28,34
0.8,32,26,33
0.82,43,36,28
0.84,35,22,35
0.86,33,31,34
0.88,42,38,33
0.9,40,31,37
0.92,38,39,39
0.94,36,32,35
0.96,30,20,41
0.98,39,46,29
1,36,38,43
1.02,53,48,35
1.04,39,33,41
1.06,41,33,30
1.08,32,42,37
1.1,43,46,52
1.12,49,46,45
1.14,44,36,30
1.16,49,47,38
1.18,44,35,52
1.2,43,24,38
1.22,45,40,55
1.24,55,43,46
1.26,39,44,46
1.28,44,49,47
1.3,53,32,51
1.32,40,44,59
1.34,63,56,38
1.36,53,44,39
1.38,48,47,46
1.4,62,49,58
1.42,42,45,47
1.44,26,40,64
1.46,51,38,59
1.48,59,58,52
1.5,46,53,50
1.52,43,48,46
1.54,54,47,56
1.56,51,47,51
1.58,47,56,48
1.6,49,60,45
1.62,60,59,45
1.64,68,42,54
1.66,68,52,69
1.68,58,51,51
1.7,59,41,34
1.72,47,51,65
1.74,73,54,52
1.76,61,42,63
1.78,58,43,58
1.8,52,52,58
1.82,57,65,65
1.84,61,52,55
1.86,69,59,64
1.88,50,55,47
1.9,61,57,50
1.92,61,53,60
1.94,59,59,64
1.96,56,58,49
1.98,51,48,48
2,63,55,50
2.02,76,49,49
2.04,60,68,39
2.06,51,56,48
2.08,59,52,42
2.1,61,66,64
2.12,69,69,57
2.14,60,63,59
2.16,51,36,71
2.18,53,66,47
2.2,59,62,62
2.22,56,57,62
2.24,72,64,66
2.26,60,61,55
2.28,52,42,60
2.3,54,53,46
2.32,65,54,61
2.34,47,59,55
2.36,57,52,58
2.38,66,45,59
2.4,71,68,63
2.42,44,51,60
2.44,58,62,50
2.46,57,57,54
2.48,61,50,65
2.5,60,74,46
2.52,55,45,68
2.54,56,54,67
2.56,45,58,52
2.58,61,57,47
2.6,56,56,60
2.62,71,63,56
2.64,66,73,56
2.66,80,64,75
2.68,59,67,60
2.7,59,46,55
2.72,65,50,53
2.74,81,70,61
2.76,60,61,49
2.78,72,71,55
2.8,46,53,54
2.82,59,54,55
2.84,57,67,56
2.86,58,52,67
2.88,65,65,58
2.9,78,49,75
2.92,55,54,61
2.94,54,79,73
2.96,58,63,62
2.98,50,78,72
3,58,66,76
3.02,66,45,74
3.04,69,52,46
3.06,54,56,70
3.08,88,50,61
3.1,64,58,45
3.12,71,50,47
3.14,65,48,59
3.16,60,61,48
3.18,69,64,57
3.2,61,74,61
3.22,64,62,66
3.24,64,56,55
3.26,51,61,60
3.28,64,56,51
3.3,63,70,57
3.32,57,50,54
3.34,58,58,58
3.36,46,65,54
3.38,75,44,59
3.4,37,58,57
3.42,43,54,55
3.44,59,71,60
3.46,52,56,56
3.48,58,58,56
3.5,64,57,62
3.52,61,47,66
3.54,54,73,66
3.56,59,54,55
3.58,56,47,44
3.6,52,53,62
3.62,67,55,64
3.64,49,58,64
3.66,77,58,54
3.68,54,59,67
3.7,46,56,67
3.72,50,56,62
3.74,59,61,61
3.76,57,56,63
3.78,61,58,56
3.8,55,51,89
3.82,64,42,58
3.84,56,44,48
3.86,55,58,60
3.88,68,66,58
3.9,50,54,64
3.92,54,69,52
3.94,67,56,50
3.96,61,48,54
3.98,45,56,41
4,53,54,55
4.02,68,55,52
4.04,56,58,64
4.06,53,61,58
4.08,49,71,51
4.1,53,63,42
4.12,57,57,66
4.14,64,51,69
4.16,55,59,50
4.18,53,54,46
4.2,50,62,49
4.22,56,67,65
4.24,49,49,62
4.26,73,53,53
4.28,66,58,47
4.3,63,45,52
4.32,50,48,43
4.34,57,51,42
4.36,69,47,62
4.38,74,65,54
4.4,55,60,57
4.42,55,57,48
4.44,60,49,71
4.46,45,45,46
4.48,54,59,50
4.5,47,57,63
4.52,43,63,51
4.54,60,52,53
4.56,56,50,43
4.58,55,45,50
4.6,51,48,48
4.62,50,55,51
4.64,59,42,55
4.66,55,54,51
4.68,60,49,52
4.7,58,55,60
4.72,47,55,46
4.74,61,52,54
4.76,49,44,49
4.78,64,52,52
4.8,55,46,42
4.82,71,55,55
4.84,59,55,69
4.86,54,51,52
4.88,47,45,61
4.9,48,57,46
4.92,57,53,67
4.94,56,58,46
4.96,58,53,46
4.98,50,36,54
5,50,47,49
5.02,55,54,35
5.04,50,50,38
5.06,48,49,38
5.08,53,51,42
5.1,53,46,40
5.12,49,44,50
5.14,53,48,39
5.16,50,54,45
5.18,36,43,49
5.2,46,43,40
5.22,45,54,47
5.24,41,50,46
5.26,53,51,51
5.28,60,55,42
5.3,43,39,44
5.32,43,35,56
5.34,57,55,45
5.36,58,53,52
5.38,33,57,41
5.4,43,47,57
5.42,57,39,46
5.44,39,40,55
5.46,59,43,63
5.48,49,34,38
5.5,52,44,43
5.52,44,63,63
5.54,51,34,47
5.56,48,38,59
5.58,50,40,46
5.6,38,46,51
5.62,40,44,35
5.64,53,54,31
5.66,36,41,43
5.68,47,53,53
5.7,50,44,58
5.72,48,50,51
5.74,53,55,46
5.76,56,37,44
